case_number,case_open_date,case_close_date,case_year,case_sub_type,zip_code,parsed_date,months
20252978,11/09/2025,12/01/2025,2025,leaf_blower_gas,20878,2025-11-09,11
20252834,10/26/2025,11/17/2025,2025,leaf_blower_gas,20850,2025-10-26,10
20182544,11/23/2018,12/04/2018,2018,residentual_multi_tennant_dwelling,20901,2018-11-23,11
14074,01/22/2004,01/03/2005,2004,residentual_house_yard,20886,2004-01-22,01
20192509,10/07/2019,11/08/2019,2019,residential_construction,20814,2019-10-07,10
12917,05/30/2003,06/27/2003,2003,residential_construction,20878,2003-05-30,05
20192492,10/02/2019,02/21/2020,2019,other_causes,20814,2019-10-02,10
18041,08/09/2006,10/02/2006,2006,industrial_or_comm_equip,20850,2006-08-09,08
20222345,10/10/2022,10/12/2022,2022,leaf_blower,20906,2022-10-10,10
20201657,04/23/2020,05/13/2020,2020,residentual_multi_tennant_dwelling,20874,2020-04-23,04
4969,09/28/1995,02/01/1996,1995,amp_equiptment,20814,1995-09-28,09
20152588,12/28/2015,02/16/2016,2015,leaf_blower,20817,2015-12-28,12
20211948,06/17/2021,07/20/2021,2021,amp_equiptment,20902,2021-06-17,06
20252405,09/04/2025,11/13/2025,2025,industrial_or_comm_equip,20874,2025-09-04,09
20212424,09/20/2021,01/12/2022,2021,residentual_multi_tennant_dwelling,20871,2021-09-20,09
20191036,01/15/2019,02/12/2019,2019,residentual_multi_tennant_dwelling,20872,2019-01-15,01
20162516,11/25/2016,12/12/2016,2016,residential_construction,20874,2016-11-25,11
9134,10/12/1999,11/10/1999,1999,amp_equiptment,20910,1999-10-12,10
1990900714,02/27/1990,03/10/1990,1990,leaf_blower,20832,1990-02-27,02
20251557,04/21/2025,05/12/2025,2025,residential_construction,20910,2025-04-21,04
20192401,09/18/2019,12/24/2019,2019,residential_construction,20814,2019-09-18,09
20191230,03/06/2019,03/11/2019,2019,leaf_blower,20906,2019-03-06,03
20252614,09/30/2025,10/14/2025,2025,leaf_blower_gas,20814,2025-09-30,09
20231995,07/25/2023,08/08/2023,2023,amp_equiptment,20854,2023-07-25,07
20253192,11/30/2025,12/17/2025,2025,leaf_blower_gas,20817,2025-11-30,11
20232077,08/09/2023,08/25/2023,2023,amp_equiptment,20879,2023-08-09,08
20172264,09/21/2017,10/11/2017,2017,residentual_multi_tennant_dwelling,20850,2017-09-21,09
20251353,03/21/2025,05/15/2025,2025,residentual_multi_tennant_dwelling,20904,2025-03-21,03
20192093,07/12/2019,08/05/2019,2019,residentual_multi_tennant_dwelling,20877,2019-07-12,07
20232328,10/02/2023,10/13/2023,2023,industrial_or_comm_equip,20910,2023-10-02,10
20242410,10/08/2024,10/25/2024,2024,amp_equiptment,20853,2024-10-08,10
20251856,06/24/2025,12/01/2025,2025,amp_equiptment,20879,2025-06-24,06
20201059,01/14/2020,01/22/2020,2020,residential_construction,20895,2020-01-14,01
1329,12/18/2000,03/02/2001,2000,industrial_or_comm_equip,20815,2000-12-18,12
2014257,02/18/2014,03/20/2014,2014,amp_equiptment,20874,2014-02-18,02
20222279,09/26/2022,03/31/2023,2022,residential_construction,20814,2022-09-26,09
20161971,07/26/2016,08/04/2016,2016,residential_construction,20895,2016-07-26,07
20212759,11/23/2021,12/14/2021,2021,residential_construction,20814,2021-11-23,11
20212760,11/23/2021,02/02/2022,2021,leaf_blower,20852,2021-11-23,11
2466,08/28/2001,08/30/2001,2001,industrial_or_comm_equip,20815,2001-08-28,08
13446,09/11/2003,12/10/2003,2003,residential_mechanical,20817,2003-09-11,09
24114,11/19/2010,12/06/2010,2010,residential_construction,20814,2010-11-19,11
20161790,06/14/2016,04/18/2017,2016,industrial_or_comm_equip,20874,2016-06-14,06
10716,12/07/1998,03/15/2005,1998,residential_construction,20852,1998-12-07,12
20253284,12/08/2025,01/05/2026,2025,leaf_blower_gas,20817,2025-12-08,12
21349,02/23/2009,03/30/2009,2009,residential_motor_vehicle,20876,2009-02-23,02
4453,05/19/1995,06/06/1995,1995,industrial_or_comm_equip,20910,1995-05-19,05
16290,05/11/2005,06/08/2005,2005,industrial_or_comm_equip,20910,2005-05-11,05
20151702,05/26/2015,06/08/2015,2015,residential_mechanical,20817,2015-05-26,05
20252125,07/31/2025,09/03/2025,2025,leaf_blower_gas,20878,2025-07-31,07
24692,04/22/2011,05/24/2011,2011,industrial_or_comm_equip,20816,2011-04-22,04
22988,03/04/2010,03/16/2010,2010,residential_construction,20874,2010-03-04,03
20182309,09/21/2018,10/17/2018,2018,residentual_multi_tennant_dwelling,20910,2018-09-21,09
20251143,02/12/2025,02/25/2025,2025,leaf_blower,20895,2025-02-12,02
27040,09/20/2012,11/05/2012,2012,residential_construction,20817,2012-09-20,09
26504,06/11/2012,08/20/2012,2012,other_causes,20874,2012-06-11,06
20131021,08/07/2013,04/15/2014,2013,industrial_or_comm_equip,20895,2013-08-07,08
10459,09/30/1998,11/25/1998,1998,residential_construction,20850,1998-09-30,09
10424,09/11/1998,02/08/1999,1998,residential_construction,20878,1998-09-11,09
1431,07/03/2001,09/04/2001,2001,industrial_or_comm_equip,20833,2001-07-03,07
20152383,11/02/2015,01/14/2016,2015,industrial_or_comm_equip,20878,2015-11-02,11
12946,06/09/2003,07/18/2003,2003,industrial_or_comm_equip,20878,2003-06-09,06
20161787,06/14/2016,06/28/2016,2016,residentual_multi_tennant_dwelling,20886,2016-06-14,06
20252306,08/24/2025,09/24/2025,2025,leaf_blower_gas,missing,2025-08-24,08
20141630,12/24/2014,12/26/2014,2014,residential_construction,20815,2014-12-24,12
9444,01/27/1998,04/06/1998,1998,industrial_or_comm_equip,20817,1998-01-27,01
13515,09/30/2003,10/11/2004,2003,residential_mechanical,20903,2003-09-30,09
514,05/24/2000,08/08/2000,2000,residential_construction,20878,2000-05-24,05
25098,06/15/2011,09/05/2012,2011,amp_equiptment,20855,2011-06-15,06
19751,11/29/2007,12/10/2007,2007,residential_construction,20815,2007-11-29,11
10658,11/23/1998,01/06/1999,1998,industrial_or_comm_equip,20876,1998-11-23,11
1399,03/27/2001,10/31/2001,2001,amp_equiptment,20910,2001-03-27,03
20252273,08/20/2025,02/04/2026,2025,leaf_blower_gas,20853,2025-08-20,08
20172115,08/15/2017,12/07/2017,2017,other_causes,20814,2017-08-15,08
20161231,03/14/2016,05/29/2018,2016,amp_equiptment,20910,2016-03-14,03
20172466,11/09/2017,12/14/2017,2017,industrial_or_comm_equip,20874,2017-11-09,11
20241771,06/03/2024,11/01/2024,2024,other_causes,20814,2024-06-03,06
20232201,09/05/2023,10/11/2023,2023,amp_equiptment,20901,2023-09-05,09
26153,03/22/2012,07/09/2012,2012,residential_construction,20816,2012-03-22,03
20252156,08/04/2025,08/22/2025,2025,amp_equiptment,20906,2025-08-04,08
20182217,08/29/2018,11/14/2018,2018,amp_equiptment,20866,2018-08-29,08
20202039,06/16/2020,07/30/2020,2020,residentual_multi_tennant_dwelling,20874,2020-06-16,06
20141024,07/21/2014,07/29/2014,2014,residential_construction,20817,2014-07-21,07
18375,11/13/2006,02/08/2007,2006,amp_equiptment,20906,2006-11-13,11
22915,02/01/2010,03/22/2010,2010,amp_equiptment,20877,2010-02-01,02
20172429,11/01/2017,07/10/2018,2017,industrial_or_comm_equip,20850,2017-11-01,11
23613,07/28/2010,08/11/2010,2010,residential_construction,20817,2010-07-28,07
13525,10/01/2003,12/15/2003,2003,residential_construction,20817,2003-10-01,10
26154,03/22/2012,06/18/2012,2012,industrial_or_comm_equip,20832,2012-03-22,03
20242465,10/21/2024,12/27/2024,2024,residential_construction,20878,2024-10-21,10
20212385,09/13/2021,11/09/2021,2021,other_causes,20815,2021-09-13,09
13488,09/23/2003,01/29/2004,2003,amp_equiptment,20904,2003-09-23,09
20202269,08/05/2020,11/16/2020,2020,other_causes,20814,2020-08-05,08
19340,07/27/2007,08/30/2007,2007,residential_construction,20901,2007-07-27,07
8555,03/23/1999,12/03/1999,1999,amp_equiptment,20910,1999-03-23,03
20456,06/09/2008,06/18/2008,2008,residential_construction,20901,2008-06-09,06
27005,09/12/2012,10/12/2012,2012,residential_construction,20816,2012-09-12,09
20232338,10/03/2023,11/20/2023,2023,residential_construction,20832,2023-10-03,10
20192138,07/22/2019,08/22/2019,2019,residentual_multi_tennant_dwelling,20872,2019-07-22,07
25445,09/12/2011,01/10/2012,2011,residential_mechanical,20815,2011-09-12,09
20253257,12/05/2025,12/29/2025,2025,leaf_blower_gas,20815,2025-12-05,12
20191082,01/28/2019,03/25/2019,2019,other_causes,20854,2019-01-28,01
8790,07/02/1999,11/15/1999,1999,industrial_or_comm_equip,20877,1999-07-02,07
20191977,06/19/2019,08/22/2019,2019,other_causes,20854,2019-06-19,06
20172106,08/11/2017,09/28/2017,2017,industrial_or_comm_equip,20910,2017-08-11,08
2014582,04/25/2014,04/29/2014,2014,amp_equiptment,20904,2014-04-25,04
2014457,04/07/2014,07/24/2014,2014,industrial_or_comm_equip,20814,2014-04-07,04
14138,02/11/2004,03/08/2004,2004,industrial_or_comm_equip,20850,2004-02-11,02
23565,07/12/2010,10/14/2010,2010,residential_mechanical,20901,2010-07-12,07
22783,12/23/2009,01/19/2010,2009,amp_equiptment,20910,2009-12-23,12
20172061,07/31/2017,08/22/2017,2017,industrial_or_comm_equip,20904,2017-07-31,07
20231139,02/03/2023,02/28/2023,2023,residential_construction,20895,2023-02-03,02
20252445,09/09/2025,10/18/2025,2025,leaf_blower_gas,20817,2025-09-09,09
20201285,03/04/2020,03/12/2020,2020,residential_construction,20874,2020-03-04,03
20241710,05/22/2024,06/10/2024,2024,residential_construction,20814,2024-05-22,05
20253289,12/08/2025,12/29/2025,2025,leaf_blower_gas,20852,2025-12-08,12
20232314,09/27/2023,04/01/2024,2023,other_causes,20912,2023-09-27,09
20171455,04/18/2017,05/08/2017,2017,industrial_or_comm_equip,20815,2017-04-18,04
20211515,04/07/2021,03/10/2022,2021,industrial_or_comm_equip,20910,2021-04-07,04
7866,09/18/1997,10/22/1997,1997,residential_mechanical,20838,1997-09-18,09
1019,09/28/2000,11/20/2000,2000,industrial_or_comm_equip,20895,2000-09-28,09
27295,11/16/2012,12/19/2012,2012,residentual_multi_tennant_dwelling,20910,2012-11-16,11
22265,08/21/2009,10/29/2009,2009,amp_equiptment,20850,2009-08-21,08
20221021,01/07/2022,02/01/2022,2022,residential_construction,20817,2022-01-07,01
20192389,09/16/2019,10/15/2019,2019,amp_equiptment,20886,2019-09-16,09
10712,12/07/1998,12/21/1998,1998,industrial_or_comm_equip,20878,1998-12-07,12
20192408,09/19/2019,09/19/2019,2019,other_causes,20814,2019-09-19,09
5904,06/04/1996,06/04/1996,1996,industrial_or_comm_equip,20850,1996-06-04,06
7225,05/02/1997,05/29/1997,1997,residentual_house_yard,20906,1997-05-02,05
20222034,08/01/2022,08/08/2022,2022,residentual_house_yard,20904,2022-08-01,08
25727,11/28/2011,01/06/2012,2011,residential_construction,20814,2011-11-28,11
1009,09/27/2000,11/24/2000,2000,amp_equiptment,20817,2000-09-27,09
20251074,01/27/2025,02/11/2025,2025,other_causes,20852,2025-01-27,01
2014343,03/13/2014,06/25/2014,2014,residential_construction,20902,2014-03-13,03
20141282,09/30/2014,10/16/2014,2014,industrial_or_comm_equip,20854,2014-09-30,09
20171296,03/20/2017,04/20/2017,2017,residential_construction,20871,2017-03-20,03
20171486,04/27/2017,05/09/2017,2017,industrial_or_comm_equip,20871,2017-04-27,04
20211459,03/29/2021,06/14/2021,2021,industrial_or_comm_equip,20895,2021-03-29,03
20182273,09/14/2018,10/30/2018,2018,other_causes,20814,2018-09-14,09
20201602,04/17/2020,04/21/2020,2020,residentual_multi_tennant_dwelling,20879,2020-04-17,04
5373,02/08/1996,03/05/1996,1996,residential_construction,20817,1996-02-08,02
23977,10/20/2010,12/16/2010,2010,residential_mechanical,20886,2010-10-20,10
13486,09/23/2003,10/02/2003,2003,residential_mechanical,20895,2003-09-23,09
8788,07/01/1999,05/11/2000,1999,residential_construction,20814,1999-07-01,07
20151722,05/29/2015,12/16/2015,2015,amp_equiptment,20850,2015-05-29,05
20171487,04/27/2017,05/15/2017,2017,residentual_multi_tennant_dwelling,20904,2017-04-27,04
2676,11/28/2001,12/17/2001,2001,amp_equiptment,20910,2001-11-28,11
1992930085,07/16/1992,08/17/1992,1992,industrial_or_comm_equip,20895,1992-07-16,07
1513,07/02/2001,08/31/2001,2001,industrial_or_comm_equip,20854,2001-07-02,07
23211,04/15/2010,04/15/2010,2010,industrial_or_comm_equip,20902,2010-04-15,04
19048,05/21/2007,11/24/2008,2007,industrial_or_comm_equip,20910,2007-05-21,05
20161789,06/14/2016,10/20/2016,2016,amp_equiptment,20902,2016-06-14,06
20131318,10/28/2013,11/08/2013,2013,industrial_or_comm_equip,20882,2013-10-28,10
20131275,10/18/2013,11/20/2013,2013,residential_construction,20814,2013-10-18,10
20151123,02/18/2015,04/30/2015,2015,residential_construction,20814,2015-02-18,02
19238,06/27/2007,08/10/2007,2007,residential_construction,20910,2007-06-27,06
25183,07/01/2011,07/14/2011,2011,amp_equiptment,20876,2011-07-01,07
20252546,09/21/2025,11/20/2025,2025,leaf_blower_gas,20854,2025-09-21,09
20232437,10/27/2023,11/21/2023,2023,leaf_blower,20815,2023-10-27,10
7783,10/21/1997,12/23/1997,1997,residentual_house_yard,20879,1997-10-21,10
20201116,01/27/2020,03/19/2020,2020,residential_construction,20814,2020-01-27,01
20211195,02/24/2021,04/05/2021,2021,residentual_multi_tennant_dwelling,20852,2021-02-24,02
20182145,08/14/2018,08/22/2018,2018,residential_construction,20910,2018-08-14,08
5258,01/02/1996,12/29/1995,1996,residential_motor_vehicle,20879,1996-01-02,01
2465,08/28/2001,09/18/2001,2001,residential_construction,20904,2001-08-28,08
16900,11/09/2005,11/28/2005,2005,industrial_or_comm_equip,20904,2005-11-09,11
20121,03/26/2008,04/07/2008,2008,residential_motor_vehicle,20901,2008-03-26,03
1991920484,10/20/1991,10/18/1991,1991,residentual_multi_tennant_dwelling,20910,1991-10-20,10
20231119,01/31/2023,02/06/2023,2023,residentual_house_yard,20879,2023-01-31,01
19957,02/05/2008,02/13/2009,2008,amp_equiptment,20901,2008-02-05,02
20182444,10/25/2018,11/13/2018,2018,residentual_multi_tennant_dwelling,20902,2018-10-25,10
9379,01/07/1998,01/23/1998,1998,industrial_or_comm_equip,20832,1998-01-07,01
20253440,12/29/2025,NA,2025,residential_construction,20817,2025-12-29,12
13046,06/26/2003,07/18/2003,2003,residential_construction,20910,2003-06-26,06
16363,06/03/2005,04/03/2006,2005,industrial_or_comm_equip,20850,2005-06-03,06
20181683,04/27/2018,05/03/2018,2018,amp_equiptment,20854,2018-04-27,04
10236,07/27/1998,08/04/1998,1998,residential_construction,20876,1998-07-27,07
20232451,10/30/2023,05/20/2024,2023,other_causes,20814,2023-10-30,10
20131175,09/18/2013,10/11/2013,2013,residential_construction,20817,2013-09-18,09
8334,04/22/1999,04/30/1999,1999,industrial_or_comm_equip,20878,1999-04-22,04
20241385,03/18/2024,04/29/2024,2024,amp_equiptment,20850,2024-03-18,03
20191960,06/17/2019,07/15/2019,2019,amp_equiptment,20854,2019-06-17,06
20131238,10/09/2013,10/31/2013,2013,industrial_or_comm_equip,20852,2013-10-09,10
413,05/03/2000,05/17/2000,2000,amp_equiptment,20837,2000-05-03,05
12285,02/04/2003,05/07/2003,2003,amp_equiptment,20853,2003-02-04,02
20242171,08/19/2024,02/06/2025,2024,amp_equiptment,20902,2024-08-19,08
26503,06/11/2012,08/20/2012,2012,other_causes,20874,2012-06-11,06
20192451,09/27/2019,10/21/2019,2019,amp_equiptment,20850,2019-09-27,09
6308,09/13/1996,11/25/1996,1996,residentual_house_yard,20850,1996-09-13,09
20161822,06/20/2016,06/22/2016,2016,amp_equiptment,20874,2016-06-20,06
20221969,07/15/2022,01/10/2023,2022,other_causes,20850,2022-07-15,07
20172129,08/21/2017,09/27/2017,2017,industrial_or_comm_equip,20910,2017-08-21,08
20395,05/21/2008,06/09/2008,2008,residential_construction,20910,2008-05-21,05
20453,06/09/2008,07/03/2008,2008,other_causes,20837,2008-06-09,06
20241650,05/09/2024,06/28/2024,2024,residentual_multi_tennant_dwelling,20852,2024-05-09,05
20232076,08/09/2023,08/30/2023,2023,industrial_or_comm_equip,20850,2023-08-09,08
10194,07/16/1998,08/21/1998,1998,residentual_house_yard,20816,1998-07-16,07
20231084,01/24/2023,02/28/2023,2023,residential_construction,20815,2023-01-24,01
20172643,12/28/2017,01/08/2018,2017,residential_construction,20910,2017-12-28,12
20151468,04/17/2015,06/09/2015,2015,amp_equiptment,20877,2015-04-17,04
20231476,04/14/2023,04/24/2023,2023,residential_construction,20832,2023-04-14,04
8250,05/24/1999,07/09/1999,1999,residentual_house_yard,20878,1999-05-24,05
2013734,06/18/2013,07/11/2013,2013,residential_construction,20871,2013-06-18,06
20242094,08/01/2024,08/02/2024,2024,residentual_multi_tennant_dwelling,20814,2024-08-01,08
13261,08/08/2003,12/11/2003,2003,residential_mechanical,20879,2003-08-08,08
16265,05/06/2005,06/07/2005,2005,amp_equiptment,20879,2005-05-06,05
20141021,07/21/2014,10/20/2014,2014,amp_equiptment,20850,2014-07-21,07
26631,07/09/2012,12/15/2014,2012,residential_construction,20816,2012-07-09,07
20171287,03/15/2017,04/13/2017,2017,residentual_multi_tennant_dwelling,20910,2017-03-15,03
20222064,08/04/2022,01/19/2024,2022,residential_construction,20854,2022-08-04,08
20212876,12/23/2021,03/23/2022,2021,residentual_multi_tennant_dwelling,20904,2021-12-23,12
9165,10/27/1999,04/26/2000,1999,industrial_or_comm_equip,20874,1999-10-27,10
21943,07/02/2009,08/11/2009,2009,residential_motor_vehicle,20895,2009-07-02,07
607,06/19/2000,06/19/2000,2000,industrial_or_comm_equip,20885,2000-06-19,06
20211970,06/21/2021,07/19/2021,2021,amp_equiptment,20879,2021-06-21,06
20253258,12/05/2025,12/31/2025,2025,leaf_blower_gas,20853,2025-12-05,12
20253130,11/23/2025,12/17/2025,2025,leaf_blower_gas,20878,2025-11-23,11
2014923,06/26/2014,08/07/2014,2014,amp_equiptment,20874,2014-06-26,06
10450,10/05/1998,11/25/1998,1998,industrial_or_comm_equip,20850,1998-10-05,10
20251315,03/17/2025,04/23/2025,2025,amp_equiptment,20886,2025-03-17,03
20151660,05/18/2015,08/03/2015,2015,other_causes,20850,2015-05-18,05
20212743,11/19/2021,02/01/2022,2021,residential_construction,20815,2021-11-19,11
20161320,04/05/2016,05/03/2016,2016,industrial_or_comm_equip,20895,2016-04-05,04
20151848,06/29/2015,07/20/2015,2015,residentual_multi_tennant_dwelling,20886,2015-06-29,06
24035,11/01/2010,12/17/2010,2010,other_causes,20850,2010-11-01,11
20242647,11/22/2024,11/18/2025,2024,other_causes,20910,2024-11-22,11
20241800,06/10/2024,09/19/2024,2024,industrial_or_comm_equip,20910,2024-06-10,06
20232508,11/13/2023,12/06/2023,2023,amp_equiptment,20910,2023-11-13,11
20252525,09/18/2025,02/04/2026,2025,leaf_blower_gas,20866,2025-09-18,09
20202282,08/10/2020,08/24/2020,2020,amp_equiptment,20879,2020-08-10,08
20201687,04/28/2020,06/09/2020,2020,residential_construction,20815,2020-04-28,04
20252865,10/29/2025,NA,2025,industrial_or_comm_equip,20816,2025-10-29,10
18074,08/21/2006,09/14/2006,2006,amp_equiptment,20886,2006-08-21,08
1992930009,06/29/1992,06/29/1992,1992,leaf_blower,20832,1992-06-29,06
20253065,11/17/2025,12/17/2025,2025,leaf_blower_gas,20815,2025-11-17,11
20251943,07/07/2025,10/02/2025,2025,residential_construction,20814,2025-07-07,07
20171003,01/03/2017,02/13/2017,2017,residential_construction,20816,2017-01-03,01
20222364,10/17/2022,10/27/2022,2022,amp_equiptment,20906,2022-10-17,10
786,09/12/2000,11/15/2000,2000,residential_construction,20852,2000-09-12,09
14557,04/28/2004,12/29/2004,2004,amp_equiptment,20876,2004-04-28,04
20241314,03/06/2024,06/07/2024,2024,other_causes,20814,2024-03-06,03
23035,03/16/2010,04/29/2010,2010,residential_construction,20878,2010-03-16,03
20211139,02/04/2021,06/15/2021,2021,amp_equiptment,20910,2021-02-04,02
20212293,08/23/2021,09/01/2021,2021,industrial_or_comm_equip,20906,2021-08-23,08
1170,10/27/2000,01/08/2001,2000,residentual_house_yard,20879,2000-10-27,10
20241724,05/24/2024,10/01/2024,2024,other_causes,20910,2024-05-24,05
6112,11/01/1996,01/09/1997,1996,residentual_house_yard,20815,1996-11-01,11
20152463,11/23/2015,12/16/2015,2015,leaf_blower,20902,2015-11-23,11
9494,02/09/1998,02/19/1999,1998,residentual_house_yard,20874,1998-02-09,02
20251468,04/03/2025,NA,2025,industrial_or_comm_equip,20901,2025-04-03,04
20162102,08/15/2016,09/26/2016,2016,residentual_multi_tennant_dwelling,20912,2016-08-15,08
20201939,05/28/2020,09/08/2020,2020,residentual_multi_tennant_dwelling,20886,2020-05-28,05
19599,10/09/2007,11/06/2007,2007,residential_motor_vehicle,20905,2007-10-09,10
20232663,12/18/2023,02/16/2024,2023,residential_construction,20902,2023-12-18,12
20251897,06/30/2025,07/21/2025,2025,residentual_house_yard,20874,2025-06-30,06
27430,12/20/2012,01/15/2013,2012,residential_construction,20817,2012-12-20,12
13134,07/15/2003,07/29/2003,2003,industrial_or_comm_equip,20852,2003-07-15,07
20141364,10/20/2014,11/19/2014,2014,amp_equiptment,20841,2014-10-20,10
20252295,08/21/2025,12/10/2025,2025,leaf_blower_gas,20910,2025-08-21,08
20202679,10/26/2020,12/22/2020,2020,leaf_blower,20817,2020-10-26,10
358,04/04/2000,06/13/2000,2000,residential_construction,20910,2000-04-04,04
20171236,03/01/2017,07/18/2017,2017,residential_mechanical,20852,2017-03-01,03
9948,08/05/1998,08/27/1998,1998,residential_construction,20854,1998-08-05,08
20202925,12/22/2020,01/19/2021,2020,residentual_multi_tennant_dwelling,20906,2020-12-22,12
20231392,03/29/2023,04/10/2023,2023,residential_construction,20815,2023-03-29,03
24056,11/04/2010,11/29/2010,2010,residential_mechanical,20817,2010-11-04,11
20232017,07/31/2023,08/28/2023,2023,amp_equiptment,20905,2023-07-31,07
20202515,09/25/2020,10/12/2020,2020,other_causes,20814,2020-09-25,09
20152451,11/18/2015,08/24/2016,2015,residential_mechanical,20854,2015-11-18,11
20231450,04/07/2023,09/25/2023,2023,other_causes,20850,2023-04-07,04
20191925,06/07/2019,06/21/2019,2019,industrial_or_comm_equip,20816,2019-06-07,06
20152202,09/16/2015,10/14/2015,2015,amp_equiptment,20853,2015-09-16,09
20231451,04/07/2023,01/16/2024,2023,other_causes,20901,2023-04-07,04
20192064,07/05/2019,11/08/2019,2019,industrial_or_comm_equip,20816,2019-07-05,07
20251654,05/09/2025,07/21/2025,2025,industrial_or_comm_equip,20910,2025-05-09,05
25658,11/08/2011,02/28/2012,2011,industrial_or_comm_equip,20910,2011-11-08,11
20141107,08/12/2014,09/02/2014,2014,residential_construction,20902,2014-08-12,08
20152290,10/08/2015,12/16/2015,2015,amp_equiptment,20850,2015-10-08,10
20162407,10/28/2016,11/04/2016,2016,residential_construction,20815,2016-10-28,10
20221639,05/17/2022,06/01/2022,2022,residential_construction,20895,2022-05-17,05
4394,05/05/1995,08/17/1995,1995,industrial_or_comm_equip,20854,1995-05-05,05
9295,12/06/1999,01/20/2000,1999,residential_construction,20874,1999-12-06,12
25511,09/28/2011,10/25/2011,2011,residentual_multi_tennant_dwelling,20910,2011-09-28,09
20172406,10/24/2017,11/28/2017,2017,industrial_or_comm_equip,20814,2017-10-24,10
20161883,07/05/2016,08/03/2016,2016,industrial_or_comm_equip,20912,2016-07-05,07
23821,09/14/2010,01/19/2011,2010,residential_construction,20850,2010-09-14,09
20162622,12/21/2016,02/15/2017,2016,leaf_blower,20852,2016-12-21,12
7815,09/05/1997,04/20/1998,1997,amp_equiptment,20877,1997-09-05,09
26599,06/27/2012,07/17/2012,2012,residentual_multi_tennant_dwelling,20852,2012-06-27,06
20615,07/16/2008,08/07/2008,2008,residential_construction,20817,2008-07-16,07
15763,01/07/2005,01/27/2005,2005,industrial_or_comm_equip,20816,2005-01-07,01
10460,10/30/1998,03/22/1999,1998,residential_construction,20814,1998-10-30,10
20242654,11/25/2024,01/08/2025,2024,leaf_blower,20853,2024-11-25,11
20162132,08/22/2016,06/26/2017,2016,other_causes,20910,2016-08-22,08
15688,12/27/2004,12/29/2004,2004,residential_construction,20910,2004-12-27,12
20151725,06/01/2015,07/13/2015,2015,residential_mechanical,20877,2015-06-01,06
20191922,06/07/2019,07/08/2019,2019,amp_equiptment,20852,2019-06-07,06
21816,06/02/2009,09/15/2009,2009,amp_equiptment,20878,2009-06-02,06
7907,09/29/1997,02/11/1998,1997,industrial_or_comm_equip,20852,1997-09-29,09
13006,06/17/2003,07/14/2003,2003,residential_motor_vehicle,20850,2003-06-17,06
20242765,12/30/2024,05/22/2025,2024,amp_equiptment,20850,2024-12-30,12
20162203,09/08/2016,11/18/2016,2016,amp_equiptment,20904,2016-09-08,09
22640,11/12/2009,12/01/2009,2009,amp_equiptment,20901,2009-11-12,11
20151480,04/22/2015,04/22/2015,2015,residential_construction,20879,2015-04-22,04
16148,04/11/2005,05/06/2005,2005,residential_construction,20817,2005-04-11,04
20162556,12/05/2016,05/09/2017,2016,residential_mechanical,20814,2016-12-05,12
20251146,02/12/2025,04/23/2025,2025,industrial_or_comm_equip,20852,2025-02-12,02
20468,06/13/2008,10/01/2008,2008,residential_mechanical,20817,2008-06-13,06
20181398,03/29/2018,04/11/2018,2018,residential_construction,20902,2018-03-29,03
4433,05/16/1995,05/31/1995,1995,residentual_house_yard,20854,1995-05-16,05
20162643,12/29/2016,04/17/2017,2016,industrial_or_comm_equip,20854,2016-12-29,12
20182496,11/08/2018,03/11/2019,2018,other_causes,20892,2018-11-08,11
24474,03/08/2011,04/18/2011,2011,industrial_or_comm_equip,20833,2011-03-08,03
138,01/05/2000,01/31/2000,2000,amp_equiptment,20877,2000-01-05,01
20241446,03/28/2024,04/03/2024,2024,residential_construction,20895,2024-03-28,03
13347,08/25/2003,10/06/2003,2003,industrial_or_comm_equip,20816,2003-08-25,08
20182642,12/17/2018,04/22/2019,2018,other_causes,20912,2018-12-17,12
20181396,03/29/2018,04/20/2018,2018,residentual_multi_tennant_dwelling,20852,2018-03-29,03
15504,11/03/2004,11/22/2004,2004,residential_construction,21207,2004-11-03,11
26863,08/13/2012,10/31/2012,2012,residential_mechanical,20895,2012-08-13,08
20131355,11/07/2013,11/18/2013,2013,leaf_blower,20854,2013-11-07,11
7851,09/17/1997,10/10/1997,1997,amp_equiptment,20901,1997-09-17,09
11730,07/29/2002,11/12/2004,2002,amp_equiptment,20874,2002-07-29,07
20151820,06/22/2015,07/20/2015,2015,residential_mechanical,20902,2015-06-22,06
20151936,07/16/2015,08/31/2015,2015,residential_mechanical,20814,2015-07-16,07
20242722,12/13/2024,12/23/2024,2024,amp_equiptment,20814,2024-12-13,12
20172175,08/31/2017,11/15/2017,2017,residentual_multi_tennant_dwelling,20874,2017-08-31,08
20182476,11/01/2018,01/07/2019,2018,residential_construction,20910,2018-11-01,11
20171545,05/09/2017,06/06/2017,2017,residential_construction,20852,2017-05-09,05
8835,07/14/1999,07/26/1999,1999,residentual_house_yard,20853,1999-07-14,07
20251380,03/26/2025,03/26/2025,2025,leaf_blower,20814,2025-03-26,03
20242719,12/12/2024,07/07/2025,2024,industrial_or_comm_equip,20910,2024-12-12,12
20434,05/30/2008,06/09/2008,2008,residential_construction,20814,2008-05-30,05
9293,12/06/1999,12/10/1999,1999,industrial_or_comm_equip,20853,1999-12-06,12
160,02/17/2000,08/22/2000,2000,industrial_or_comm_equip,20852,2000-02-17,02
9105,09/29/1999,10/27/1999,1999,amp_equiptment,20855,1999-09-29,09
