Case Number,Case Open Date,Case Close Date,Case Year,Case Sub-Type,Address Zip Code
20212781,11/30/2021,06/07/2022,2021,Industrial/commercial   Refuse Noise Collection,20854
20253407,12/23/2025,12/29/2025,2025,Leaf Blower Use   Petro Fueled,20854
19377,08/09/2007,06/17/2008,2007,Industrial/commercial  construction/repair/demolit,20903
16404,06/14/2005,07/07/2005,2005,Industrial/commercial   Equipment Noise,20850
20191725,05/06/2019,08/29/2019,2019,Waiver Request,20892
20141588,12/12/2014,01/21/2015,2014,Industrial/commercial   Equipment Noise,20850
2352,07/24/2001,12/27/2001,2001,Residential   Motor Vehicle Noise,20882
20182031,07/12/2018,08/14/2018,2018,Industrial/commercial  construction/repair/demolit,20878
20131069,08/23/2013,12/24/2013,2013,Industrial/commercial   Equipment Noise,20815
20141545,12/02/2014,12/17/2014,2014,Industrial/commercial  construction/repair/demolit,20910
20181235,03/05/2018,03/05/2018,2018,Noise Industrial/commercial   Leaf Blower Noise,20904
10439,09/22/1998,10/13/1998,1998,Industrial/commercial  construction/repair/demolit,20902
15679,12/21/2004,09/01/2005,2004,Residential   Mechanical,20815
20182675,12/27/2018,01/16/2019,2018,Residential Muti Tenant Dwelling,20874
20241034,01/09/2024,03/20/2024,2024,Waiver Request,20852
20151849,06/29/2015,11/20/2015,2015,Waiver Request,20814
13050,06/26/2003,07/02/2003,2003,Industrial/commercial   Equipment Noise,20878
505,05/23/2000,10/02/2000,2000,Industrial/commercial   Electrical Amp Equip,20895
20252918,11/03/2025,11/06/2025,2025,Leaf Blower Use   Petro Fueled,20815
20241909,06/27/2024,07/12/2024,2024,Residential   El  Amplification Equip,20876
20221870,06/27/2022,09/21/2022,2022,Residential   El  Amplification Equip,20866
9531,02/19/1998,09/09/1998,1998,Industrial/commercial  construction/repair/demolit,20878
20252374,08/31/2025,10/07/2025,2025,Leaf Blower Use   Petro Fueled,20882
23086,03/24/2010,03/30/2010,2010,Residential   El  Amplification Equip,20906
20212296,08/23/2021,08/30/2021,2021,Industrial/commercial   Electrical Amp Equip,20910
20242042,07/22/2024,12/22/2025,2024,Waiver Request,20878
20161066,01/19/2016,03/29/2016,2016,Industrial/commercial   Refuse Noise Collection,20902
24598,04/01/2011,07/05/2011,2011,Waiver Request,20854
13280,08/12/2003,06/30/2004,2003,Industrial/commercial  construction/repair/demolit,20910
20222474,11/14/2022,12/22/2022,2022,Residential   El  Amplification Equip,20853
25231,07/12/2011,07/20/2011,2011,Residential   Construction/repair/demolition,20895
20201732,05/06/2020,07/07/2020,2020,Waiver Request,20904
20171750,06/12/2017,06/20/2017,2017,Industrial/commercial   Electrical Amp Equip,20902
20253180,11/26/2025,02/11/2026,2025,Leaf Blower Use   Petro Fueled,20816
17414,03/20/2006,03/31/2006,2006,Residential   El  Amplification Equip,20906
1175,10/30/2000,11/16/2000,2000,Industrial/commercial   Equipment Noise,20861
20131284,10/22/2013,12/11/2013,2013,Industrial/commercial   Electrical Amp Equip,20910
20253035,11/13/2025,12/11/2025,2025,Leaf Blower Use   Petro Fueled,20878
25499,09/26/2011,12/28/2011,2011,Industrial/commercial  construction/repair/demolit,20910
20181869,06/07/2018,06/25/2018,2018,Noise Industrial/commercial   Leaf Blower Noise,20850
20888,09/30/2008,11/04/2008,2008,Residential   Motor Vehicle Noise,20833
14036,01/13/2004,07/09/2004,2004,Residential   El  Amplification Equip,20904
20211200,02/25/2021,03/29/2021,2021,Industrial/commercial   Electrical Amp Equip,20850
20181861,06/06/2018,06/21/2018,2018,Residential Muti Tenant Dwelling,20876
20028,03/04/2008,04/01/2008,2008,Industrial/commercial   Refuse Noise Collection,20852
17373,03/09/2006,03/27/2006,2006,Residential   Construction/repair/demolition,20816
20221517,04/25/2022,04/26/2022,2022,Residential   Mechanical,20878
20221997,07/25/2022,08/01/2022,2022,Residential   El  Amplification Equip,20861
9905,05/13/1998,05/27/1998,1998,Residential House/yard,20852
8549,03/19/1999,04/12/1999,1999,Industrial/commercial   Equipment Noise,20902
20232153,08/28/2023,09/19/2023,2023,Industrial/commercial   Refuse Noise Collection,20874
20171555,05/11/2017,08/28/2017,2017,Waiver Request,20814
20253436,12/29/2025,01/15/2026,2025,Residential   Motor Vehicle Noise,20850
5740,04/29/1996,05/31/1996,1996,Residential   El  Amplification Equip,20901
20191991,06/24/2019,08/28/2019,2019,Residential   Construction/repair/demolition,20850
20181045,01/17/2018,02/02/2018,2018,Industrial/commercial  construction/repair/demolit,20817
2014894,06/19/2014,07/08/2014,2014,Industrial/commercial  construction/repair/demolit,20852
27091,10/01/2012,07/09/2013,2012,Residential   El  Amplification Equip,20872
2014458,04/08/2014,06/26/2014,2014,Industrial/commercial   Equipment Noise,20850
2554,09/26/2001,10/10/2001,2001,Industrial/commercial   Equipment Noise,20895
20212778,11/29/2021,12/14/2021,2021,Industrial/commercial   Electrical Amp Equip,20852
9284,11/24/1999,12/02/1999,1999,Residential House/yard,20905
23568,07/13/2010,07/16/2010,2010,Industrial/commercial   Equipment Noise,20854
2082,05/29/2001,06/06/2001,2001,Industrial/commercial   Electrical Amp Equip,20874
20201354,03/17/2020,04/06/2020,2020,Residential Muti Tenant Dwelling,20852
20242397,10/07/2024,10/15/2024,2024,Industrial/commercial   Electrical Amp Equip,20910
17240,02/01/2006,03/27/2006,2006,Residential   El  Amplification Equip,20850
20252226,08/12/2025,09/03/2025,2025,Leaf Blower Use   Petro Fueled,20878
20161468,05/11/2016,12/21/2016,2016,Residential   El  Amplification Equip,20878
20182136,08/13/2018,12/18/2018,2018,Industrial/commercial   Refuse Noise Collection,20850
5913,05/17/1996,06/28/1996,1996,Residential   El  Amplification Equip,20878
20162612,12/19/2016,01/23/2017,2016,Residential   Construction/repair/demolition,20832
20192637,11/05/2019,11/08/2019,2019,Residential   Construction/repair/demolition,20854
20141483,11/13/2014,12/15/2014,2014,Industrial/commercial  construction/repair/demolit,20817
20182140,08/14/2018,12/20/2018,2018,Industrial/commercial   Refuse Noise Collection,20855
21842,06/09/2009,07/24/2009,2009,Industrial/commercial  construction/repair/demolit,20910
21535,04/02/2009,04/26/2010,2009,Residential   El  Amplification Equip,20833
8001,10/30/1997,11/06/1997,1997,Residential House/yard,20877
19366,08/03/2007,08/17/2007,2007,Residential   Construction/repair/demolition,20816
25636,11/01/2011,01/11/2012,2011,Industrial/commercial  construction/repair/demolit,20902
23578,07/14/2010,09/15/2010,2010,Residential   Construction/repair/demolition,20878
1991911321,05/16/1991,06/19/1991,1991,Noise Industrial/commercial   Leaf Blower Noise,20878
20162139,08/23/2016,09/01/2016,2016,Industrial/commercial  construction/repair/demolit,20814
20221431,04/07/2022,06/24/2022,2022,Waiver Request,20816
18057,08/15/2006,10/01/2006,2006,Industrial/commercial   Equipment Noise,20832
9289,12/06/1999,07/06/2000,1999,Industrial/commercial  construction/repair/demolit,20814
20162369,10/19/2016,12/28/2016,2016,Industrial/commercial   Equipment Noise,20842
1990910393,10/12/1990,11/05/1990,1990,Noise Industrial/commercial   Leaf Blower Noise,20853
20231655,05/22/2023,06/28/2023,2023,Industrial/commercial   Electrical Amp Equip,20850
20202478,09/17/2020,11/12/2020,2020,Residential   El  Amplification Equip,20879
20232091,08/11/2023,08/25/2023,2023,Industrial/commercial   Electrical Amp Equip,20852
20181849,06/01/2018,12/14/2018,2018,Waiver Request,20910
20212688,11/09/2021,12/06/2021,2021,Waiver Request,20814
20221845,06/22/2022,07/13/2022,2022,Residential   Construction/repair/demolition,20895
20202766,11/12/2020,11/23/2020,2020,Residential   Construction/repair/demolition,20817
19955,02/04/2008,05/01/2008,2008,Industrial/commercial   Equipment Noise,20833
26145,03/21/2012,04/02/2012,2012,Residential   El  Amplification Equip,20852
17939,07/20/2006,06/28/2007,2006,Industrial/commercial   Electrical Amp Equip,20850
13173,07/21/2003,07/21/2003,2003,Industrial/commercial   Refuse Noise Collection,20817
2013300,03/15/2013,04/21/2014,2013,Industrial/commercial  construction/repair/demolit,20814
20532,06/26/2008,09/22/2008,2008,Residential   El  Amplification Equip,20901
20221862,06/27/2022,01/10/2023,2022,Residential   El  Amplification Equip,20853
10225,07/22/1998,07/27/1998,1998,Industrial/commercial  construction/repair/demolit,20853
20201749,05/08/2020,06/08/2020,2020,Industrial/commercial   Equipment Noise,20853
21887,06/22/2009,06/30/2009,2009,Residential   Mechanical,20817
20191958,06/17/2019,10/23/2019,2019,Waiver Request,20871
20241439,03/27/2024,06/18/2024,2024,Industrial/commercial   Equipment Noise,20904
20201586,04/15/2020,04/15/2020,2020,Industrial/commercial  construction/repair/demolit,20910
20251921,07/03/2025,10/10/2025,2025,Leaf Blower Use   Petro Fueled,20833
20151022,01/12/2015,09/15/2015,2015,Residential   El  Amplification Equip,20903
20221416,04/05/2022,04/11/2022,2022,Industrial/commercial   heat Pump/ac Noise,20878
20252055,07/21/2025,08/21/2025,2025,Leaf Blower Use   Petro Fueled,20902
20172414,10/26/2017,11/16/2017,2017,Industrial/commercial   Refuse Noise Collection,20902
20201661,04/23/2020,04/27/2020,2020,Industrial/commercial   Equipment Noise,20902
21957,07/06/2009,08/11/2009,2009,Residential   Construction/repair/demolition,20871
20253089,11/19/2025,12/17/2025,2025,Leaf Blower Use   Petro Fueled,20850
20231494,04/18/2023,06/05/2023,2023,Waiver Request,20850
12270,01/31/2003,03/24/2003,2003,Industrial/commercial   Equipment Noise,20912
2013357,04/02/2013,05/13/2013,2013,Residential   Construction/repair/demolition,20902
7873,09/22/1997,10/02/1997,1997,Industrial/commercial   Refuse Noise Collection,20854
20182051,07/17/2018,08/08/2018,2018,Residential   Construction/repair/demolition,20904
20252821,10/23/2025,12/10/2025,2025,Leaf Blower Use   Petro Fueled,20901
20241799,06/10/2024,07/02/2024,2024,Residential   El  Amplification Equip,20901
20182298,09/19/2018,11/06/2018,2018,Industrial/commercial   Electrical Amp Equip,20866
1614,03/02/2001,10/30/2001,2001,Residential   Motor Vehicle Noise,20854
7540,07/11/1997,07/24/1997,1997,Residential   Construction/repair/demolition,20906
16951,11/21/2005,02/24/2006,2005,Industrial/commercial   Equipment Noise,20705
20192423,09/23/2019,10/15/2019,2019,Residential   Construction/repair/demolition,20817
470,05/16/2000,08/04/2000,2000,Industrial/commercial   Equipment Noise,20878
27297,11/19/2012,02/01/2013,2012,Residential   Construction/repair/demolition,20878
20242751,12/23/2024,01/08/2025,2024,Noise Industrial/commercial   Leaf Blower Noise,20901
20252596,09/28/2025,01/07/2026,2025,Leaf Blower Use   Petro Fueled,20854
22177,08/07/2009,08/21/2009,2009,Industrial/commercial   Electrical Amp Equip,20854
10510,10/06/1998,11/28/1998,1998,Industrial/commercial  construction/repair/demolit,20910
8455,04/16/1999,05/12/1999,1999,Industrial/commercial   Equipment Noise,20876
4708,07/18/1995,07/28/1995,1995,Residential House/yard,20901
2014353,03/17/2014,02/19/2015,2014,Residential Muti Tenant Dwelling,20886
20253383,12/18/2025,,2025,Industrial/commercial  construction/repair/demolit,20850
20221256,03/03/2022,06/21/2022,2022,Waiver Request,20814
20192657,11/07/2019,11/18/2019,2019,Noise Industrial/commercial   Leaf Blower Noise,20816
25410,09/06/2011,10/17/2011,2011,Industrial/commercial   heat Pump/ac Noise,20912
1673,04/10/2001,04/10/2001,2001,Industrial/commercial   Equipment Noise,20904
20231363,03/24/2023,08/29/2023,2023,Waiver Request,20814
20221629,05/16/2022,10/05/2022,2022,Residential   El  Amplification Equip,20910
20162173,08/30/2016,10/26/2016,2016,Residential   Construction/repair/demolition,20815
19750,11/28/2007,12/31/2007,2007,Waiver Request,20876
20221892,07/01/2022,08/29/2022,2022,Noise Industrial/commercial   Leaf Blower Noise,20852
27019,09/17/2012,01/30/2013,2012,Industrial/commercial   Refuse Noise Collection,20910
20161292,03/28/2016,04/05/2016,2016,Residential   Mechanical,20850
20192422,09/23/2019,12/06/2019,2019,Industrial/commercial   Equipment Noise,20874
9126,10/06/1999,02/08/2000,1999,Industrial/commercial   Electrical Amp Equip,20902
20211371,03/15/2021,09/07/2021,2021,Noise Industrial/commercial   Leaf Blower Noise,20832
25690,11/15/2011,12/15/2011,2011,Residential   Mechanical,20814
22907,01/28/2010,03/29/2010,2010,Industrial/commercial   Electrical Amp Equip,20902
13524,10/01/2003,10/15/2003,2003,Industrial/commercial  construction/repair/demolit,20852
20253169,11/25/2025,12/17/2025,2025,Leaf Blower Use   Petro Fueled,20854
20242399,10/07/2024,10/31/2024,2024,Residential   El  Amplification Equip,20874
8244,05/21/1999,06/04/1999,1999,Industrial/commercial   Equipment Noise,20877
20253101,11/20/2025,12/19/2025,2025,Leaf Blower Use   Petro Fueled,20815
4611,06/30/1995,07/18/1995,1995,Residential   El  Amplification Equip,20817
20202287,08/10/2020,09/24/2020,2020,Residential Muti Tenant Dwelling,20874
964,09/18/2000,01/05/2001,2000,Industrial/commercial  construction/repair/demolit,20910
20232403,10/20/2023,10/24/2023,2023,Residential   Mechanical,20878
9596,03/06/1998,10/02/1998,1998,Residential House/yard,20815
16903,11/09/2005,11/15/2005,2005,Industrial/commercial  construction/repair/demolit,20850
10144,07/08/1998,03/15/2005,1998,Industrial/commercial  construction/repair/demolit,20891
20252429,09/08/2025,10/01/2025,2025,Residential   Construction/repair/demolition,20903
9171,10/18/1999,10/29/1999,1999,Industrial/commercial   Equipment Noise,20814
20242535,11/01/2024,11/27/2024,2024,Residential   Construction/repair/demolition,20816
20251807,06/12/2025,10/06/2025,2025,Industrial/commercial   Electrical Amp Equip,20878
20131350,11/07/2013,12/23/2013,2013,Residential   El  Amplification Equip,20904
20687,08/04/2008,08/15/2008,2008,Residential   Construction/repair/demolition,20817
6695,01/02/1997,01/24/1997,1997,Residential House/yard,20850
23480,06/18/2010,09/29/2010,2010,Industrial/commercial   Electrical Amp Equip,20910
20251722,05/27/2025,06/16/2025,2025,Residential   El  Amplification Equip,20851
2014272,02/24/2014,03/24/2014,2014,Residential Muti Tenant Dwelling,20850
20141052,07/28/2014,07/31/2014,2014,Residential   El  Amplification Equip,20878
20161437,05/03/2016,06/02/2016,2016,Residential   Mechanical,20906
20241698,05/21/2024,10/02/2024,2024,Industrial/commercial   Electrical Amp Equip,20902
20201207,02/18/2020,03/18/2020,2020,Industrial/commercial  construction/repair/demolit,20814
20221235,02/28/2022,07/25/2022,2022,Residential Muti Tenant Dwelling,20906
20212269,08/18/2021,08/30/2021,2021,Industrial/commercial   Electrical Amp Equip,20910
7502,07/01/1997,08/07/1997,1997,Residential House/yard,20879
20151847,06/29/2015,07/14/2015,2015,Residential Muti Tenant Dwelling,20910
9498,02/09/1998,02/12/1998,1998,Residential House/yard,20877
20191791,05/17/2019,06/03/2019,2019,Residential   Mechanical,20832
20191027,01/10/2019,05/15/2019,2019,Residential Muti Tenant Dwelling,20876
20152438,11/16/2015,12/04/2015,2015,Residential Muti Tenant Dwelling,20910
961,09/19/2000,11/13/2000,2000,Industrial/commercial   Equipment Noise,20877
20222282,09/26/2022,10/19/2022,2022,Residential   El  Amplification Equip,20853
25994,02/03/2012,04/20/2012,2012,Residential   El  Amplification Equip,20901
27113,10/05/2012,02/01/2013,2012,Industrial/commercial  construction/repair/demolit,20910
2630,10/22/2001,11/15/2001,2001,Industrial/commercial  construction/repair/demolit,20832
20231455,04/10/2023,05/26/2023,2023,Waiver Request,20904
20212730,11/16/2021,01/13/2022,2021,Residential Muti Tenant Dwelling,20904
20252654,10/02/2025,11/03/2025,2025,Leaf Blower Use   Petro Fueled,20910
20172618,12/18/2017,02/06/2018,2017,Industrial/commercial   Refuse Noise Collection,20878
12724,04/28/2003,08/08/2003,2003,Industrial/commercial  construction/repair/demolit,20852
7968,12/26/1997,02/10/1998,1997,Industrial/commercial   Equipment Noise,20851
20253395,12/22/2025,01/07/2026,2025,Leaf Blower Use   Petro Fueled,20853
10207,07/20/1998,08/03/1998,1998,Industrial/commercial  construction/repair/demolit,20850
20251519,04/15/2025,07/01/2025,2025,Waiver Request,20906
8072,11/26/1997,01/21/1998,1997,Residential   Construction/repair/demolition,20878
20191657,04/24/2019,08/20/2019,2019,Waiver Request,20814
20231593,05/10/2023,06/20/2023,2023,Waiver Request,20814
20252214,08/11/2025,10/14/2025,2025,Industrial/commercial   Electrical Amp Equip,20850
22872,01/20/2010,02/12/2010,2010,Industrial/commercial  construction/repair/demolit,20910
20241505,04/10/2024,05/24/2024,2024,Industrial/commercial   Electrical Amp Equip,20814
10663,11/24/1998,12/21/1998,1998,Residential House/yard,20874
20151788,06/15/2015,07/13/2015,2015,Industrial/commercial   heat Pump/ac Noise,20814
20231802,06/16/2023,07/05/2023,2023,Residential   Motor Vehicle Noise,20886
26390,05/11/2012,07/09/2012,2012,Waiver Request,20850
20242396,10/07/2024,11/01/2024,2024,Residential   Motor Vehicle Noise,20895 2750
9545,02/19/1998,06/17/1998,1998,Industrial/commercial  construction/repair/demolit,20878
2102,06/01/2001,06/13/2001,2001,Industrial/commercial  construction/repair/demolit,20814
20231847,06/23/2023,07/07/2023,2023,Industrial/commercial   Refuse Noise Collection,20854
20162295,10/03/2016,10/07/2016,2016,Noise Industrial/commercial   Leaf Blower Noise,20817
736,07/24/2000,11/06/2000,2000,Industrial/commercial  construction/repair/demolit,20854
20191183,02/25/2019,03/04/2019,2019,Industrial/commercial  construction/repair/demolit,20905
20261043,01/08/2026,,2026,Industrial/commercial  construction/repair/demolit,20852
20201575,04/10/2020,06/15/2020,2020,Industrial/commercial  construction/repair/demolit,20910
20060,03/12/2008,05/16/2008,2008,Industrial/commercial  construction/repair/demolit,20815
20242747,12/20/2024,06/24/2025,2024,Waiver Request,20850
13959,12/29/2003,01/12/2004,2003,Residential   El  Amplification Equip,20874
20241580,04/25/2024,08/30/2024,2024,Residential   El  Amplification Equip,20852
20191246,03/07/2019,03/14/2019,2019,Noise Industrial/commercial   Leaf Blower Noise,20837
2030,05/09/2001,06/01/2001,2001,Industrial/commercial   Electrical Amp Equip,20874
20252486,09/14/2025,10/22/2025,2025,Leaf Blower Use   Petro Fueled,20854
20221244,03/01/2022,03/30/2022,2022,Industrial/commercial  construction/repair/demolit,20814
2013479,05/06/2013,11/07/2013,2013,Industrial/commercial   Equipment Noise,20853
20221846,06/22/2022,07/12/2022,2022,Industrial/commercial  construction/repair/demolit,20814
24628,04/06/2011,04/11/2011,2011,Industrial/commercial  construction/repair/demolit,20852
16909,11/14/2005,06/02/2006,2005,Industrial/commercial   Equipment Noise,20855
24334,01/28/2011,03/23/2011,2011,Residential   El  Amplification Equip,20850
20252613,09/30/2025,10/20/2025,2025,Leaf Blower Use   Petro Fueled,20817
16882,11/02/2005,11/08/2005,2005,Residential   Mechanical,20854
16278,05/09/2005,08/24/2005,2005,Industrial/commercial   Equipment Noise,20902
20252914,11/03/2025,12/10/2025,2025,Leaf Blower Use   Petro Fueled,20817
8920,08/05/1999,03/20/2000,1999,Industrial/commercial   Equipment Noise,20850
14933,07/07/2004,07/22/2004,2004,Industrial/commercial   Equipment Noise,20877
20212006,06/28/2021,07/12/2021,2021,Noise Industrial/commercial   Leaf Blower Noise,20817
17173,01/13/2006,01/19/2006,2006,Residential   Motor Vehicle Noise,20874
20241678,05/15/2024,06/03/2024,2024,Residential   El  Amplification Equip,20814
20162012,07/28/2016,06/07/2017,2016,Residential   Mechanical,20850
19519,09/21/2007,01/14/2008,2007,Waiver Request,20895
21782,05/26/2009,04/01/2010,2009,Residential   El  Amplification Equip,20874
20131339,11/05/2013,11/12/2013,2013,Residential   Construction/repair/demolition,20910
20253053,11/17/2025,12/26/2025,2025,Leaf Blower Use   Petro Fueled,20906
20151974,07/23/2015,10/23/2015,2015,Waiver Request,20904
20152114,08/27/2015,10/12/2015,2015,Residential Muti Tenant Dwelling,20852
12763,05/05/2003,06/11/2003,2003,Industrial/commercial  construction/repair/demolit,20910
20222600,12/28/2022,02/08/2023,2022,Industrial/commercial   Equipment Noise,20814
20191144,02/11/2019,03/29/2019,2019,Industrial/commercial   Refuse Noise Collection,20814
20222000,07/25/2022,08/23/2022,2022,Residential   El  Amplification Equip,20901
10355,08/19/1998,08/27/1998,1998,Residential House/yard,20814
27302,11/20/2012,11/30/2012,2012,Residential   Construction/repair/demolition,20814
20253183,11/26/2025,12/11/2025,2025,Leaf Blower Use   Petro Fueled,20817
20181947,06/20/2018,07/23/2018,2018,Industrial/commercial   Electrical Amp Equip,20850
19311,07/18/2007,10/05/2007,2007,Industrial/commercial  construction/repair/demolit,20910
20181023,01/08/2018,02/16/2018,2018,Residential   El  Amplification Equip,20895
20242368,09/27/2024,10/11/2024,2024,Noise Industrial/commercial   Leaf Blower Noise,20816
1991920205,08/14/1991,09/04/1991,1991,Noise Industrial/commercial   Leaf Blower Noise,20832
20152568,12/21/2015,01/12/2016,2015,Noise Industrial/commercial   Leaf Blower Noise,20877
9143,10/19/1999,01/22/2001,1999,Residential House/yard,20902
10734,12/14/1998,02/07/1999,1998,Residential   El  Amplification Equip,20878
20171016,01/05/2017,01/25/2017,2017,Residential Muti Tenant Dwelling,20851
26096,03/12/2012,04/13/2012,2012,Residential   El  Amplification Equip,20853
20221150,02/09/2022,02/17/2022,2022,Industrial/commercial  construction/repair/demolit,20852
8621,03/01/1999,04/09/1999,1999,Industrial/commercial   Equipment Noise,20910
20187,04/09/2008,04/15/2008,2008,Industrial/commercial  construction/repair/demolit,20852
20152506,12/07/2015,01/05/2016,2015,Residential   El  Amplification Equip,20874
20212086,07/12/2021,10/08/2021,2021,Residential   El  Amplification Equip,20854
2014333,03/11/2014,05/07/2014,2014,Residential   Construction/repair/demolition,20910
20221101,01/31/2022,02/15/2022,2022,Industrial/commercial  construction/repair/demolit,20832
2013200,02/13/2013,03/13/2013,2013,Industrial/commercial   Equipment Noise,20832
20231676,05/24/2023,09/11/2023,2023,Residential   Construction/repair/demolition,20817
20844,09/19/2008,10/29/2008,2008,Industrial/commercial   Electrical Amp Equip,20814
20191907,06/05/2019,07/29/2019,2019,Industrial/commercial   Refuse Noise Collection,20906
20253299,12/09/2025,12/31/2025,2025,Leaf Blower Use   Petro Fueled,20814
16684,08/22/2005,09/16/2005,2005,Industrial/commercial   Equipment Noise,20815
2691,10/26/2001,10/30/2001,2001,Industrial/commercial  construction/repair/demolit,20910
18625,02/01/2007,02/02/2007,2007,Residential   El  Amplification Equip,20879
20252419,09/05/2025,09/29/2025,2025,Leaf Blower Use   Petro Fueled,20817
20242318,09/17/2024,09/24/2024,2024,Industrial/commercial   Refuse Noise Collection,20910
20231576,05/08/2023,05/23/2023,2023,Residential   Construction/repair/demolition,20814
20251422,03/31/2025,04/03/2025,2025,Residential   Mechanical,20851
5607,04/03/1996,05/31/1996,1996,Residential   El  Amplification Equip,20903
4383,04/03/1995,06/01/1995,1995,Industrial/commercial   Equipment Noise,20814
20192798,12/12/2019,03/31/2020,2019,Waiver Request,20903
20625,07/21/2008,08/08/2008,2008,Residential   Mechanical,20895
20232234,09/12/2023,10/24/2023,2023,Residential Muti Tenant Dwelling,20910
17704,05/25/2006,11/24/2006,2006,Industrial/commercial  construction/repair/demolit,20814
20252923,11/04/2025,01/05/2026,2025,Leaf Blower Use   Petro Fueled,20855
20152321,10/14/2015,10/15/2015,2015,Industrial/commercial   Equipment Noise,20910
20202427,09/08/2020,09/14/2020,2020,Residential   Construction/repair/demolition,20905
20211569,04/14/2021,06/28/2021,2021,Noise Industrial/commercial   Leaf Blower Noise,20895
2014365,03/21/2014,04/15/2014,2014,Industrial/commercial  construction/repair/demolit,20814
17585,04/25/2006,05/09/2006,2006,Residential   Mechanical,20817
20201325,03/11/2020,03/17/2020,2020,Residential   Construction/repair/demolition,20816
321,04/04/2000,04/17/2000,2000,Industrial/commercial  construction/repair/demolit,20707
20192752,12/02/2019,01/03/2020,2019,Residential   Mechanical,20879
14234,03/03/2004,03/09/2004,2004,Residential   El  Amplification Equip,20874
20241165,02/06/2024,02/29/2024,2024,Industrial/commercial  construction/repair/demolit,20814
20252608,09/29/2025,10/24/2025,2025,Industrial/commercial   Electrical Amp Equip,20852
1721,01/17/2001,08/21/2001,2001,Industrial/commercial  construction/repair/demolit,20815
20181208,02/27/2018,03/14/2018,2018,Residential   Construction/repair/demolition,20903
8734,06/15/1999,06/14/2000,1999,Industrial/commercial  construction/repair/demolit,20814
20212840,12/13/2021,01/26/2022,2021,Industrial/commercial  construction/repair/demolit,Silver Spr
20141374,10/21/2014,10/27/2014,2014,Industrial/commercial   Electrical Amp Equip,20910
20836,09/18/2008,10/22/2008,2008,Industrial/commercial   Equipment Noise,20815
20252145,08/03/2025,08/29/2025,2025,Leaf Blower Use   Petro Fueled,20877
20191277,03/11/2019,04/02/2019,2019,Industrial/commercial   Refuse Noise Collection,20910
20211354,03/12/2021,04/20/2021,2021,Industrial/commercial  construction/repair/demolit,20841
23427,06/04/2010,06/14/2010,2010,Residential   Construction/repair/demolition,20879
15259,09/13/2004,10/13/2004,2004,Residential   Construction/repair/demolition,20814
20151051,01/22/2015,03/30/2015,2015,Residential   Construction/repair/demolition,20817
2013329,03/26/2013,06/18/2013,2013,Waiver Request,20910
20252496,09/15/2025,10/24/2025,2025,Industrial/commercial  construction/repair/demolit,20850
20151121,02/18/2015,02/23/2015,2015,Residential Muti Tenant Dwelling,20850
20211880,06/09/2021,06/09/2021,2021,Industrial/commercial   Refuse Noise Collection,20854
2013536,05/16/2013,07/15/2013,2013,Residential   El  Amplification Equip,20837
8615,03/01/1999,03/17/1999,1999,Residential   Construction/repair/demolition,20850
16561,07/18/2005,08/10/2005,2005,Residential   Mechanical,20895
16831,10/12/2005,11/01/2005,2005,Residential   Mechanical,20852
17442,03/23/2006,04/13/2006,2006,Industrial/commercial   Electrical Amp Equip,20872
23937,10/12/2010,10/21/2010,2010,Residential   Construction/repair/demolition,20817
20172298,09/29/2017,11/13/2017,2017,Industrial/commercial  construction/repair/demolit,20910
20252203,08/08/2025,09/03/2025,2025,Leaf Blower Use   Petro Fueled,20854
20252029,07/17/2025,01/14/2026,2025,Leaf Blower Use   Petro Fueled,20815
15779,01/11/2005,03/25/2005,2005,Industrial/commercial   Electrical Amp Equip,20905
20172476,11/14/2017,11/21/2017,2017,Noise Industrial/commercial   Leaf Blower Noise,20816
22422,09/22/2009,10/14/2009,2009,Industrial/commercial  construction/repair/demolit,20814
20241467,04/01/2024,06/03/2024,2024,Waiver Request,20904
20191611,04/22/2019,06/24/2019,2019,Industrial/commercial   Electrical Amp Equip,20910
4928,09/19/1995,10/04/1995,1995,Industrial/commercial   Equipment Noise,20910
20241755,05/31/2024,06/26/2024,2024,Residential   Construction/repair/demolition,20852
20231353,03/22/2023,04/03/2023,2023,Residential   Construction/repair/demolition,20882
20171499,05/01/2017,10/19/2017,2017,Residential   Mechanical,20852
20221279,03/09/2022,06/06/2022,2022,Residential   El  Amplification Equip,20895
22453,09/28/2009,02/16/2010,2009,Industrial/commercial   Equipment Noise,20876
20181417,04/05/2018,04/26/2018,2018,Industrial/commercial   Equipment Noise,20814
20182612,12/10/2018,01/11/2019,2018,Residential   El  Amplification Equip,20872
20261028,01/07/2026,01/27/2026,2026,Leaf Blower Use   Petro Fueled,20904
20252207,08/10/2025,09/09/2025,2025,Leaf Blower Use   Petro Fueled,20853
9001,10/07/1999,08/08/2000,1999,Industrial/commercial   Equipment Noise,20895
20241900,06/26/2024,07/01/2024,2024,Waiver Request,20817
20252576,09/25/2025,12/10/2025,2025,Leaf Blower Use   Petro Fueled,20854
20211349,03/12/2021,06/15/2021,2021,Industrial/commercial  construction/repair/demolit,20814
20242338,09/20/2024,12/27/2024,2024,Residential Muti Tenant Dwelling,20904
20232269,09/18/2023,10/17/2023,2023,Residential   Construction/repair/demolition,20886
20181713,05/03/2018,05/08/2018,2018,Industrial/commercial  construction/repair/demolit,20904
